ID_ARTIKEL,HTML,FULL_TEXT,TGL_TERBIT,TGL_CRAWL,JUDUL,URL,INFO_WHAT,INFO_WHERE,INFO_WHY,INFO_WHO,INFO_WHEN,INFO_HOW,LABEL
1071,"null","Jakarta (ANTARA News) - Aksi beli selektif di Bursa Efek Indonesia pada perdagangan Kamis telah mendongkrak indeks harga saham gabungan menguat menembus level 5.000  sekaligus sebagai rekor tertinggi baru dalam sejarah. IHSG BEI ditutup naik 13 99 poin atau 0 28 persen ke posisi 5.012 64  sedangkan indeks 45 saham unggulan (LQ45) menguat 1 65 poin (0 19 persen) ke level 849 55.  Aksi beli selektif yang dilakukan investor berhasil mendorong IHSG BEI menembus level 5.000 sekaligus menciptakan poin tertinggi baru   kata analis Panin Sekuritas Purwoko Sartono. Aksi beli selektif itu  menurut Purwoko  merupakan aksi antisipasi investor terhadap laporan kinerja triwulan pertama para emiten yang akan banyak dipublikasikan mulai April ini. Kenaikan IHSG BEI hari ini terjadi justru ketika bursa regional melemah. Indeks-indeks bursa regional melemah mengikuti bursa Wall Street setelah IMF memproyeksikan bahwa industri logam akan melamban. Kepala Riset MNC Secuirites Edwin Sebayang menambahkan capaian baru IHSG yang menembus level psikologis 5.000 poin bakal meningkatkan kepercayaan pelaku pasar terhadap pasar saham Indonesia.  Saya perkirakan setelah menembus level psikologis itu maka berpeluang untuk berkelanjutan. Nantinya tetap akan ada fluktuasi di dalam perjalannya  tapi kami MNC Securities memperkirakan IHSG BEI bisa mencapai level 5.150 poin dalam tahun ini   ujar dia. Sepanjang perdagangan hari ini  frekuensi yang dibukukan mencapai 139.574 kali transaksi dengan volume mencapai 5 331 miliar lembar saham senilai Rp5 368 triliun. Dari seluruh saham yang aktif  138 saham di antaranya harganya menguat  134 saham melemah  dan 124 saham stagnan. Bursa regional diantaranya indeks Hang Seng melemah 57 15 poin (0 26 persen) ke level 21.512 52  indeks Nikkei-225 turun 162 82 poin (1 22 persen) ke level 13.220 07  Straits Times menguat 0 33 poin (0 01 persen) ke posisi 3.291 79.",2013-04-18,2013-04-18,"IHSG BEI capai rekor tertinggi 5.000","http://www.antaranews.com/berita/369858/ihsg-bei-capai-rekor-tertinggi-5000",null,null,null,null,null,null,"Bisnis dan Ekonomi"
828,"null","Jakarta (ANTARA News) - Sebuah perusahaan penguji antivirus asal Jerman  AV-Test  malaporkan bahwa hasil pencarian dengan mesin pencari Microsoft Bing menghasilkan lima kali lebih banyak laman yang mengandung malware dibanding search engine Google. AV-Test  melakukan penelitian kepada beberapa mesin pencari selama 18 bulan  Google dan Bing termasuk didalamnya  seperti dilansir Ubergizmo  Senin. Dalam penelitian mengenai Google vs Bing  peneliti mengevaluasi hampir 40 juta situs hasil pencarian  dimana Bing menghasilkan situs yang mengandung malware lima kali lebih banyak dari Google. Dari 10 9 juta situs dalam hasil pencarian mesin pencari Google  hanya 272 laman yang terdeteksi mengandung malware  sedangkan Bing menghasilkan 1.285 situs berbahaya. Situs-situs berbahaya tersebut memiliki malware yang mengeksploitasi kerentanan keamanan yang ada  terlebih jika pengguna tidak memperbarui browser dan add-ons-nya. Pengguna yang selalu memperbarui browser dan add-ons risiko untuk terjangkit malware kian berkurang. Malware mengeksploitasi kerentanan keamanan PDF readers  web browser  dan add-ons yang tidak diperbaharui dengan versi baru. Hal ini menunjukkan betapa pentingnya untuk memperbaharui browser maupun add-ons. Updater terkecil apa pun dapat mengurangi kerentanan terserang malware. Ini adalah pertempuran tidak pernah berakhir terhadap malware online  jadi selalu lebih baik untuk memperkuat pertahanan Anda.",2013-04-15,2013-04-15,"Microsoft Bing 5 kali berisiko terinfeksi malware","http://www.antaranews.com/berita/369221/microsoft-bing-5-kali-berisiko-terinfeksi-malware",null,null,null,null,null,null,"Teknologi dan Sains"
784,"null","Metrotvnews.com  Jakarta: Provinsi Papua berharap dapat menjadi tuan rumah Pekan Olahraga Nasional ke-20 tahun 2020. Hal itu dikatakan Gubernur Papua Lukas Enembe saat berkunjung menemui Pimpinan DPR RI   Senin (6/5).  Papua sering membawa harum nama Indonesia di tingkat nasional maupun internasional. Harapannya bertepatan dengan 50 tahun Papua berintegrasi  PON ke 20 bisa diselenggarakan di Papua   ujar Lukas di Gedung DPR RI  Jakarta. Pihaknya juga berharap Presiden Susilo Bambang Yudhoyono dapat mengeluarkan Keppres pelaksanaan PON ke-20 tahun 2020 agar bisa diselenggarakan di Papua. Hal ini diapresiasi oleh Wakil Ketua DPR RI  Priyo Budi Santoso. Lewat tuntutan Papua tersebut harapannya surat resmi audiensi dari Presiden bisa keluar.  Saya kira memang harus begitu. Sehingga dari situ pemberitaan internasional dan nasional juga tahu. Dengan keyakinan Pak Gubernur  saya yakin Papua akan mempersiapkan dengan baik  termasuk akomodasi dan sebagainya. Sehingga PON ke-20 bisa diselenggarakan di Papua   pungkasnya.",2013-05-07,2013-05-07,"Pemilu Dicurangi  Oposisi akan Turun ke Jalan","http://www.metrotvnews.com/metronews/read/2013/05/07/4/151647/Papua-Ingin-Jadi-Tuan-Rumah-PON/",null,null,null,null,null,null,"Olahraga"
856,"null","Jakarta (ANTARA News) - Kualitas layanan operator telekomunikasi dinilai masih menjadi salah satu penghambat berkembangnya tren prilaku karyawan perusahaan membawa gadget sendiri untuk bekerja ( Bring Your Own Devices/BYOD) di Indonesia.  Tren penggunaan perangkat pribadi untuk bekerja terus semakin meningkat  tercermin dari mayoritas karyawan yang siap mengadopsi BYOD. Tetapi dalam implementasinya masih terkendala kualitas layanan operator   kata Pendiri Indonesian Cloud Forum (ICF)  Teguh Prasetya di Jakarta  Selasa. Menurut Teguh  perusahaan cenderung enggan mengadopsi BYOD tercermin dari hasil survei yang dilakuan ICF dan Indotelo.com terhadap 200 responden dari kalangan pekerja profesional yang tinggal di Jabodetabek  dengan rentang usia responden 20--57 tahun. Dari survei tersebut  tercatat sebanyak 34 9 persen responden mengaku belum puas dengan kapasitas layanan internet milik operator  walaupun sekitar 63 persen menyatakan puas. Kualitas layanan menjadi hambatan karena sebanyak 56 1 persen responden masih berharap bisa mendapatkan kecepatan ideal yang stabil di kisaran 1--3 Mbps saat mengakses internet. Sedangkan 39 persen mendambakan tingkat kecepatan internet yang digunakan bisa di atas 3 Mbps.  Fakta tersebut mencerminkan bahwa layanan yang disediakan operator untuk internet belum bisa menunjang BYOD   tegas Teguh. Meski demikian  dari sisi tarif  survei tersebut memberi sinyal positif di mana sebanyak 54 8 persen responden mengakui puas terhadap tarif telepon seluler yang dikenakan operator berkisar Rp90-Rp100 per detik. Selain itu mayoritas responden atau sebanyak 52 3 persen rela membayar Rp100.000-Rp300.000 per bulan untuk berlangganan paket data seluler. Sebanyak 47 7 persen berharap bisa mendapatkan kapasitas paket data lebih dari 5GB  sedangkan 38 6 persen tidak mempermasalahkan jika kapasitas yang didapat sebesar 2GB-5GB  dan sebanyak 13 6 persen memperoleh kapasitas 1GB-2GB. Untuk kapasitas data sebesar itu  khususnya untuk paket data unlimited sebanyak 81 8 persen  para responden bahkan rela merogoh kocek lebih dalam dengan kisaran Rp300.000-Rp500.000 sebanyak 20 5 persen dan Rp500.000-Rp1juta sebanyak 18 2 persen. Mayoritas responden yang disurvei lebih menyukai sistem operasi Android dengan persentase 62 8 persen  disusul BlackBerry sebanyak 11 6 persen  meski dari sisi jumlah pengguna lebih banyak namun cuma jadi pilihan ketiga dibandingkan iOS sebanyak 25 6 persen. Android juga tercatat menjadi pilihan utama para pelanggan data operator jika ditanya soal kecepatan dan ketepatan layanan yang sesuai harapan dengan persentase 48 7 persen  sementara BlackBerry hanya mendapatkan voting 28 2 persen  dan via modem data 23 1 persen. Berbicara soal nilai tambah (value added services/VAS)  layanan  mobile payment  menjadi yang paling dibutuhkan sebanyak 32 6 persen  mobile banking 27 9 persen dan games sebanyak 18 6 persen. Sedangkan fitur mobile banking juga paling dimanfaatkan demi urusan transaksi dipilih oleh 52 4 persen responen  cek saldo 28 6 persen  dan transfer dana 19 persen. Adapun dari sisi lokasi  sebanyak 44 2 persen lebih senang bekerja di kantor  mayoritas merasa lebih nyaman bekerja di luar kantor dengan persentase terbesar lebih suka bekerja di rumah sebanyak 39 5 persen  dan di mal atau cafe sebanyak 16 3 persen. Meski demikian Teguh menjelaskan  bahwa tren BYOD diproyeksikan bisa berkembang lebih cepat dengan semakin meluasnya adopsi layanan  cloud  publik maupun privat di Indonesia.(*)",2013-05-08,2013-05-08,"Survei: adopsi  BYOD  terkendala kualitas layanan operator","http://www.antaranews.com/berita/373545/survei-adopsi-byod-terkendala-kualitas-layanan-operator",null,null,null,null,null,null,"Teknologi dan Sains"
667,"null","TEMPO.CO  Jakarta--Gubernur DKI Jakarta Joko Widodo atau yang akrab disapa Jokowi didaulat untuk menjadi dewan pembina Persatuan Artis Penyanyi Pencipta Lagu dan Pemusik Republik Indonesia (PAPPRI). Beliau hadir dalam acara PAPPRI yang diadakan di Hotel Kartika Chandra  Jakarta  Selasa  23 April 2013.  Saya diundang dan dijadikan dewan pembina  saya datang saya lakukan semampu saya ya  saya akan berikan support   kata Jokowi yang menyempatkan hadir di acara PAPPRI tersebut. Jokowi diminta lebih fokus dalam permasalahan pembajakan yang marak terjadi  khususnya ibu kota. Bersama dengan para pengurus dan anggota PAPPRI  Jokowi diminta untuk memutuskan mata rantai para pembajak musik yang ada di tanah air.  Tinggal punya niat atau nggak  kalau punya niat ya tiap hari terus (mengusahakan pemberantasan pembajakan)   kata Jokowi menjelaskan. Meski hanya sekitar 30 menit meluangkan waktunya untuk hadir di acara tersebut  setidaknya Jokowi dapat mendengarkan pemaparan betapa mirisnya nasib para penggiat musik tanah air.  90% keuntungan masuk ke dalam kantung para pembajak   kata Tantowi Yahya memaparkan masalah kerugian yang diterima pencipta lagu tanah air. Untuk itu  lewat didaulatnya Jokowi sebagai PAPPRI  para insan musik berharap pemerintah dapat ikut berperan aktif dalam melakukan penindakan tegas terhadap pembajakan yang ada di Indonesia. Para pencipta lagu  menurut Tantowi layak mendapatkan royalti mereka masing-masing. Simak gebrakan Jokowi di sini .",2013-04-24,2013-04-24,"Ketika Jokowi Jadi Pembina Persatuan Artis","http://www.tempo.co/read/news/2013/04/24/219475448/Ketika-Jokowi-Jadi-Pembina-Persatuan-Artis",null,null,null,null,null,null,"Sosial Budaya"
1058,"null","Jakarta (ANTARA News) - PT Mitra Pinasthika Mustikan (MPM)  anak usaha Grup Saratoga Investama Sedaya  akan melepas saham perdana kepada publik (IPO) sebanyak 22 2 persen di Bursa Efek Indonesia dengan perkiraan perolehan dana berkisar Rp1 5 triliun-Rp2 triliun.  Harga saham IPO MPM dipatok pada kisaran Rp1.500-Rp2.000 per lembar  sehingga dana hasil IPO yang diperoleh diproyeksikan berkisar Rp1 5 triliun-Rp2 triliun   kata Presiden Direktur Saratoga Investama Sedaya  Sandiaga S. Uno  dalam acara bincang-bincang bersama sejumlah editor media massa  di Jakarta  Rabu. Menurut Sandi  sapaan akrab Sandiaga Uno  masa penawaran saham MPM sedang berlangsung  dan akan listing (tercatat) di BEI pada 29 Mei 2013. Ia menjelaskan  adapun dana hasil IPO sepenuhnya akan digunakan untuk pengembangan bisnis perusahaan. MPM yang didirikan tahun 1987  awalnya bergerak dalam distributor sepeda motor Honda di Jawa Timur dan NTT. Namun belakangan memperluas cakupan usaha di luar bisnis distribusi  yaitu memproduksi berbagai komponen kendaraan  dealer kendaraan  pembiayaan  dan pembuatan stiker.  Di bawah manajemen Saratoga Investama Sedaya  bisnis MPM tumbuh dengan baik dan bahkan telah menjadi pemimpin pasar di sektor masing-masing   ujar Sandi. Penjualan motor  produksi pelumas merupakan bisnis MPM yang sangat aktraktif karena memberikan kontribusi yang cukup besar terhadap perusahaan. Untuk itulah  tambah Sandi  dana hasil IPO akan digunakan untuk modal kerja dalam mengembangkan bisnis  meliputi akuisisi perusahaan penyewaan kendaraan. Menurut catatan  sekitar 25 persen dialokasikan untuk akuisisi perusahaan penyewaan kendaraan  dan sekitar 23 persen untuk pembangunan fasilitas pabrikasi dan pembotolan pelumas baru. Sedangkan sekitar 19 persen untuk membiayai akuisisi sisa saham PT Federal Karyatama  serta sekitar 13 persen mendanai sebagian pembelian kurang lebih 3.000 unit mobil baru. Adapun sebesar 8 persen dana IPO lainnya akan digunakan untuk PT Asuransi Mitra Pelindung Mustika sebagai ekspansi kegiatan operasi asuransi dan 9 persen untuk melunasi utang ke PT Bank DBS Indonesia dan PT Bank ANZ Indonesia dan sisanya untuk modal kerja. Sandi menambahkan  bisnis penyewaan kendaraan sangat prospektif sehingga sangat layak untuk dikembangkan. Menurut Sandiaga  pertumbuhan bisnis MPM dalam tiga tahun terakhir mencapai 25 persen-30 persen.  Tahun lalu MPM mampu membiayai sekitar 3.000 kendaraan baru  maka tahun 2013 diharapkan bisa meningkat hingga sekitar 13.000 kendaraan   ujarnya. Terkait listing yang akan dilakukan pada akhir Mei 2013  ia mengatakan IPO pada periode tersebut merupakan momentum yang baik  selain karena pasar yang bergerak positif juga didorong kondisi ekonomi yang tetap mengalami pertumbuhan. Pada tahun 2012  MPM mencatatkan pendapatan sekitar Rp10 77 triliun  naik dibandingkan 2011 sebesar Rp8 45 triliun. Saat yang bersaman  laba komprehensif yang didistribusikan ke pemilik entitas induk juga tercatat naik menjadi Rp373 53 miliar dari Rp219 92 miliar.",2013-05-01,2013-05-01,"IPO anak usaha Saratoga bidik Rp2 triliun","http://www.antaranews.com/berita/372445/ipo-anak-usaha-saratoga-bidik-rp2-triliun",null,null,null,null,null,null,"Bisnis dan Ekonomi"
759,"null","Jayapura (ANTARA News) - Tim Persipura Jayapura menang telak melawan tamunya Gresik United  4-1  dalam lanjutan Liga Super Indonesia (LSI) di stadion Mandala  Kota Jayapura  Papua  Minggu. Anak asuh Jakcsen F. Tiago itu melesakan empat gol ke gawang Gresik United lewat dua gol kapten tim Boas TE Salossa  Gerard Pangkali dan pemain pengganti  Lukas Mandowen. Pasukan  Mutiara Hitam  yang didukung penuh oleh Persipuramania dan ribuan penonton ibu kota Provinsi Papua itu sempat dibuat bungkam dengan gol Aldo Bareto di menit ke tujuh babak pertama yang memanfaatkan umpan silang salah satu pemain Gresik United. Tetapi  Boas TE Salossa menunjukan kelasnya sebagai salah satu kandidat pencetak gol terbanyak sementara di LSI. Boas menjebol gawang Gresik United yang dikawal kiper Sandi dimenit ke-12 dan 20 babak pertama. Di babak kedua  anak asuh Widodo Cahyono Putra dibuat kerepotan dengan permainan cepat anak-anak  Mutiara Hitam . Tandukan Gerard yang memanfaatkan umpan langsung dari Ian Lois Kabes di menit awal babak kedua diblok oleh kiper Sandi. Aldo Bareto dan kawan-kawan bukannya tidak ada peluang  seringkali serangan balik mereka hanya berakhir di kaki Bio dan Otavio Dutra atau putus di tengah lapangan karena permainan Lim  Gerard dan Manu serta dukungan Zah Rahan begitu lugas dalam memotong aliran bola ke pertahanan Persipura Jayapura. Gresik United di babak kedua mencatat sangat sedikit peluang menciptakan gol. Di menit ke-59  Gerard mendapatkan umpan tarik manis dari Ian Lois Kabes disisi kanan pertahanan Gresik United dan menceploskan bola kedalam gawang. Gol ketiga pun tercipta. Pemain Gresik United sempat protes gol ketiga tersebut karena dinilai telah terjadi pelanggaran kepada kiper Sandi oleh Gerard  tetapi wasit Maulana asal Semarang tidak bergeming dan tetap mensahkan gol tersebut. Gol keempat Persipura diciptakan oleh Lukas Mandowen yang mendapat umpan manis. Lukas berlari sambil menggiring bola kearah gawang lawan yang dikawal ketat pemain asing Gresik United  tetapi striker bertubuh mungil itu dapat menaklukan kiper Sandi memungut bola di dalam gawang untuk yang keempat kalinya. Penonton pun bersorak gembira. Persipura unggul 4-1 atas Gresik United dimenit ke-79. Usai pertandingan pelatih Widodo mengaku kalah kelas dari Boas Salossa dan kawan-kawan.  Kami kalah jauh dari Boas dan kawan-kawan  mereka bermain bagus. Tetapi  yang saya sayangkan mengapa gol ketiga tetap disahkan  padahal penjaga gawang kami terjatuh   katanya. Jacksen F. Tiago mengaku senang dan bangga permainan anak asuhnya cukup bagus.  Yah itu  anak-anak bermain sesuai instruksi dan latihan yang diberikan. Tapi  sayang kemenangan ini membuat dua pemain saya akan absen saat lawan Arema   katanya.",2013-04-28,2013-04-28,"Persipura menang lawan Gresik United 4-1","http://www.antaranews.com/berita/371769/persipura-menang-lawan-gresik-united-4-1",null,null,null,null,null,null,"Olahraga"
280,"null","Metrotvnews.com  Jakarta: Tim Pengawas Kasus Bank Century berencana memanggil Wapres Boediono pada pertengahan Mei mendatang. Pemanggilan ini terkait dokumen surat kuasa pencairan Fasilitas Pinjaman Jangka Pendek sebesar Rp689 miliar pada tiga pejabat Bank Indonesia. Timwas pun mengagendakan pemanggilan pada masa sidang IV 2012-2013 yang akan dimulai pada 13 Mei nanti.  Kita akan agendakan pembahasannya pada masa sidang yang akan datang  kata anggota Timwas Century Bambang Soesatyo kepada Metrotvnews.com  Senin (15/4). Bambang mengatakan selama masa reses yang jatuh pada Jumat (12/4) kemarin  Timwas mengosongkan agenda. Para anggota Timwas konsentrasi untuk melakukan kunjungan kerja ke daerah pemilihan masing-masing. Sebelumnya  Timwas Century mendapat dokumen surat kuasa Boediono yang memberikan kuasa atas pemberian dana FPJP kepada Bank Century. Surat tersebut ditandatangani Budiono pada 14 November 2008 selaku pimpinan Dewan Gubernur BI. ***",2013-04-16,2013-04-16,"Timwas Century Panggil Wapres Boediono Bulan Depan","http://www.metrotvnews.com/metronews/read/2013/04/15/1/146844/Timwas-Century-Panggil-Wapres-Boediono-Bulan/",null,null,null,null,null,null,"Hukum dan Kriminal"
277,"null","Jakarta (ANTARA News) - Gubernur DKI Jakarta  Joko Widodo (Jokowi) adalah pasangan tepat bagi Aburizal Bakrie atau Ical sebagai calon wakil presiden  kata Wakil Bendahara Umum Partai Golkar  Bambang Soesatyo.  Pak Ical butuh pendamping yang bisa mendongkrak elektabilitasnya pada Pemilu Presiden 2014. Orang yang tepat adalah Jokowi   kata Bambang di Gedung DPR/MPR/DPD RI Jakarta  Senin. Ia mengatakan  Ical dan Jokowi merupakan pasangan yang tepat untuk memperbaiki keadaan negeri ini.  Keduanya memiliki tipikal yang sama  tipikal pekerja. Hanya Jokowi satu-satunya yang bisa dipasangkan dengan Ical   kata anggota Komisi III DPR RI itu. Ia menambahkan  saat ini  Jokowi merupakan milik PDIP.    Kita harapkan PDIP mau kerjasama dengan Golkar  dan menjadikan Jokowi sebagai calon wakil presiden   katanya. Ia mengaku  dipasangkannya Jokowi dengan Ical tentu juga karena elektabilitas Ical yang tidak sebanding dengan elektabilitas Partai Golkar.  Belum ada evaluasi terhadap Pak Ical  karena trendnya naik walau tak signifikan. Kecuali ada penurunan  baru dilakukan evaluasi. Kan masih 1 tahun lagi  perlu terus kerja dan penyelesaian Lapindo akhir tahun ini bisa semakin dongkrak elektabilitas   kata Bambang.",2013-05-27,2013-05-27,"Jokowi diharapkan jadi cawapres Ical","http://www.antaranews.com/berita/376869/jokowi-diharapkan-jadi-cawapres-ical",null,null,null,null,null,null,"Politik"
908,"null","Metrotvnews.com  Jakarta: Menteri Komunikasi dan Informasi Tifatul Sembiring mengungkapkan  setidaknya ada 39 9 juta serangan peretas terhadap situs pemerintah selama periode 2012.  Serangan hacker tahun lalu itu 39 9 juta kali ke situs pemrintah   tuturnya saat membuka acara perjanjian kerja sama antara tiga operator yakni Indosat  XL  dan Telkomsel dalam penyediaan layanan pengiriman uang elektronik lintasoperator di Jakarta  Rabu (15/5). Apalagi  lanjutnya  negara Estonia pernah mengalami serangan peretas yang membuat lumpuk selama dua pekan. Berkaca dari hal tersebut  ia mengingatkan mengenai pentingnya sektor keamanan dalam melakukan transaksi elektronik. Sebab  melalui kerja sama yang dilakukan tiga operator  akses tehadap sistem perbankan semakin terbuka lebar.  Berapa banyak interaksi yang terjadi setiap hari  belum pelanggan bank. Dengan dibukanya akses akan terjadi gerakan masif   ucapnya.",2013-05-15,2013-05-15,"Tifatul Sembiring: Ada 39 9 Juta Serangan Hacker di 2012","http://www.metrotvnews.com/tekno/read/2013/05/15/13/153782/Tifatul-Sembiring-Ada-39-9-Juta-Serangan",null,null,null,null,null,null,"Teknologi dan Sains"
974,"null","Metrotvnews.com  Jakarta: Harga emas yang saat ini anjlok membuat aktivitas di Bursa Berjangka melesu. Para investor emas di Bursa Berjangka kecewa karena harga emas tidak sesuai ekspektasi. Kepala Divisi Research and Development PT Bursa Berjangka Jakarta Lie Ricky Ferlianto mengatakan  merosotnya harga emas berpengaruh pada menurunnya volume transaksi di Bursa Berjangka. “Karena harga emas lagi turun  jadi secara volume agak turun. Kalau lagi turun begini  para investor banyak yang ke swing harganya  karena espektasi mereka emas selalu naik. Ternyata akhir-akhir ini turun  dia kena floating lost ” ujarnya di Jakarta. Dari situs resmi PT Antam (Persero) Tbk diketahui harga emas pada Jumat (12/4) Rp545 ribu per gram. Harga ini turun jika dibandingkan harga pada 8 April Rp549 ribu. Harga emas batangan terus turun sejak awal tahun. Pada bulan sebelumnya  13 Maret 2013 harga pecahan 1 gram masih di harga Rp564.200. Dalam kondisi seperti ini  kata Lie  para investor memilih menunggu. “Dia akan tahan posisi. Sementara untuk yang belum masuk  mereka akan wait and see  melihat kapan harga mencapai terendah  dia akan masuk  beli dengan harga rendah.” Kerugian (floating loss) yang dialami para investor akibat anjloknya harga emas  mencapai 5%. “Rata-rata sekitar 5%. Tergantung posisi yang diambil waktu awal. Kalau dia waktu ambil posisinya cukup tinggi  turun gini floatingnya banyak. Bagi yang belum kena floating dia akan menunggu harga cenderung naik lagi ” tuturnya. Fluktuasi harga emas saat ini dipengaruhi oleh perekonomian global dan kondisi politik. Ketidakpastian di Semenanjung Korea ikut memengaruhi tergerusnya harga emas. Ia memprediksi harga emas masih akan rendah sampai beberapa waktu ke depan. Dalam kondisi perang atau konflik  orang lebih suka menyimpan emas karena dinilai lebih aman dibandingkan dengan memegang uang.",2013-04-14,2013-04-14,"Harga Emas Merosot  Aktivitas di Bursa Berjangka Melesu","http://www.metrotvnews.com/metronews/read/2013/04/14/2/146630/Harga-Emas-Merosot-Aktivitas-di-Bursa/",null,null,null,null,null,null,"Bisnis dan Ekonomi"
992,"null","TEMPO.CO  Jakarta - Asosiasi Pedagang Pasar Seluruh Indonesia (APPSI) menyetujui rencana pemerintah untuk menaikkan harga bahan bakar minyak (BBM) .  Kami tidak keberatan kalau memang sudah waktunya naik   kata Sekretaris Jenderal APPSI Ngadiran saat dihubungi melalui telepon  Senin 13 Mei 2013 Menurut Ngadiran  bila harga bahan bakar minyak dinaikkan antara Rp 6.000 hingga Rp 7.000  daya beli masyarakat akan tetap terjaga. Penghasilannya pun tak akan berkurang.  Kecuali  untuk masyarakat miskin  kata Ngadiran  memamng masih perlu mendapat bantuan dari pemerintah untuk menjaga daya belinya.  Jadi kalau ada Bantuan Langsung Tunai  itu sudah tepat   ujarnya. Hanya saja  soal harga  ia tak bisa menjamin harga bahan pokok di pasar akan tetap stabil. Pasalnya  para pedagang pasar juga membeli dari grosir. Artinya  kalau harga itu sudah naik dari grosir  para pedagang pasar tak bisa berbuat banyak.  Yang jelas kita ambil untungnya sama lah  pedagang kecil kan nggak bisa main-main   ujarnya. Berdasarkan hasil pantauan Direktorat Jenderal Perdagangan Dalam Negeri  beberapa bahan kebutuhan pokok seperti beras  gula pasir  minyak goreng  tepung terigu  bawang putih dan daging ayam  harganya tidak mengalami perubahan selama dua hari terakhir. Hanya saja  untuk harga bahan kebutuhan pokok seperti cabai merah biasa dan cabai merah keriting terpantau masih mengalami kenaikan  masing-masing menjadi sebesar Rp 28.000 per kilogram dan Rp 29.000 per kilogram. Demikian juga untuk bawang merah yang masih terpantau pada kisaran harga yang cukup tinggi  yakni sebesar Rp 32.000 per kilogram. Sementara  harga telur ayam dan cabai rawit merah mengalami penurunan  masing-masing menjadi sebesar Rp 17.500 per kilogram dan Rp 24.000 per kilogram.",2013-05-13,2013-05-13,"Pedagang Pasar Dukung Kenaikan Harga BBM","http://www.tempo.co/read/news/2013/05/13/090480061/Pedagang-Pasar-Dukung-Kenaikan-Harga-BBM",null,null,null,null,null,null,"Bisnis dan Ekonomi"
830,"null","TEMPO.CO  Stockholm - Merokok beberapa batang per hari mempunyai peluang untuk menaikkan dua kali lipat risiko wanita mengalami rheumatoid arthritis  demikian sebuah penelitian terbaru mengungkapkan. Studi yang dikutip oleh situs Daily Mail 22 April 2013 ini menemukan bahwa wanita yang merokok antara satu hingga tujuh batang setiap hari berisiko dua kali lipat mengalami penyakit ini dibandingkan mereka yang tidak merokok. Diketahui juga bahwa risiko ini tetap melekat meskipun wanita tersebut sudah berhenti merokok selama 15 tahun. Penyakit rheumatoid arthritis (RA) adalah kondisi autoimun yang menyebabkan sendi nyeri dan bengkak. Gejala penyakit ini mungkin terjadi untuk beberapa bulan bahkan bertahun-tahun sebelum akhirnya kambuh yang bisa menyebabkan sulit bergerak dan sangat nyeri. Di Inggris  penyakit ini dialami oleh sekitar 600 ribu orang dan sangat umum terjadi pada wanita berusia 40 hingga 70 tahun meskipun bisa terjadi pada usia berapapun.Tidak ada obat untuk kondisi tersebut dan umumnya pengobatan dilakukan dengan mengkonsumsi obat penghilang rasa sakit dan peradangan atau steroid saat penyakit ini kambuh. Hasil penelitian yang dipublikasikan di jurnal Arthritis Research and Therapy dan dilakukan oleh ilmuwan di Karolinska Institute di Stockholm ini menganalisis 34.101 wanita berusia 54 hingga 89 tahun. Dari jumlah tersebut  219 orang mengalami penyakit RA ini. Data juga menunjukkan bahwa risiko RA meningkat dengan semakin panjangnya masa merokok pada wanita. Dikatakan bahwa merokok selama 25 tahun bisa menaikkan risiko 1 6 kali dibandingkan mereka yang merokok hanya setahun. Penelitian sebelumnya menunjukkan bahwa mengkonsumsi alkohol bisa menurunkan risiko seseorang mengalami RA. Para peneliti dari Karolinska Institute menemukan bahwa mengkonsumsi lima gelas atau lebih wine atau bir bisa menurunkan peluang seseorang mengalami RA. Diketahui bahwa orang yang mengkonsumsi lima unit atau lebih per minggu bisa turun risikonya hingga 50 persen atas penyakit tersebut. Manfaat terbesar terlihat di antara para perokok yang mempunyai risiko genetis atas terjadinya arthritis. Meskipun diperlukan penelitian lebih lanjut untuk menjelaskan hubungan ini  tetapi diperkirakan bahwa alkohol menekan sistem autoimun dan menurunkan proses peradangan atas penyakit ini. Hasil riset terbaru lainnya menunjukkan bahwa wanita yang secara terus-menerus terpapar sinar matahari berkurang risikonya terkena RA.Karena itu disarankan untuk berjemur di bawah sinar matahari secara rutin untuk menurunkan risiko hingga 20 persen. DAILY MAIL I ARBA`IYAH SATRIANI Topik Terhangat:",2013-04-24,2013-04-24,"Merokok Tingkatkan Risiko Arthritis Pada Wanita","http://www.tempo.co/read/news/2013/04/24/060475458/Merokok-Tingkatkan-Risiko-Arthritis-Pada-Wanita",null,null,null,null,null,null,"Teknologi dan Sains"
